insertId,labels.execution_id,logName,receiveTimestamp,resource.labels.function_name,resource.labels.project_id,resource.labels.region,resource.type,severity,textPayload,timestamp,trace
000000-7db01d51-ceaa-4e3b-82a8-b47654b1017c,81gy1x2gq6xv,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T22:02:34.675342846Z,plot_hist,vijaysai,us-central1,cloud_function,,[2020-12-02 22:02:30 +0000] [1] [INFO] Starting gunicorn 20.0.4,2020-12-02T22:02:30.546Z,projects/vijaysai/traces/02fa7699c7dcc144e6ce2430c301a921
000000-def2b352-df6f-49d5-9976-4ff70191fad1,81gy1x2gq6xv,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T22:02:34.675342846Z,plot_hist,vijaysai,us-central1,cloud_function,,"OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k",2020-12-02T22:02:24.468Z,projects/vijaysai/traces/02fa7699c7dcc144e6ce2430c301a921
000000-df3786a9-ae81-4ee3-9962-59576907dfb6,81gy1x2gq6xv,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T22:02:34.675342846Z,plot_hist,vijaysai,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T22:02:23.609572506Z,projects/vijaysai/traces/02fa7699c7dcc144e6ce2430c301a921
000000-812212de-daeb-4c62-9862-dc0cb6bdc3db,bm4ck84eizir,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T19:07:05.628710310Z,plot_hist,vijaysai,us-central1,cloud_function,DEBUG,"Function execution took 8207 ms, finished with status code: 200",2020-12-02T19:07:03.259778546Z,projects/vijaysai/traces/8d9063259d6f17a390fd500fcced0c23
000000-bb557980-ef74-4e5a-906b-a6c1ed860b52,bm4ck84eizir,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T19:07:05.628710310Z,plot_hist,vijaysai,us-central1,cloud_function,,[2020-12-02 19:07:02 +0000] [10] [INFO] Booting worker with pid: 10,2020-12-02T19:07:02.181Z,projects/vijaysai/traces/8d9063259d6f17a390fd500fcced0c23
000000-e17e0926-3a1b-4c2f-b018-afeff56bbcdb,bm4ck84eizir,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T19:07:05.628710310Z,plot_hist,vijaysai,us-central1,cloud_function,,[2020-12-02 19:07:02 +0000] [1] [INFO] Using worker: threads,2020-12-02T19:07:02.058Z,projects/vijaysai/traces/8d9063259d6f17a390fd500fcced0c23
000000-cc0d8979-e599-40e8-87fb-5f619ff05eb4,bm4ck84eizir,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T19:07:05.628710310Z,plot_hist,vijaysai,us-central1,cloud_function,,[2020-12-02 19:07:02 +0000] [1] [INFO] Listening at: http://0.0.0.0:8080 (1),2020-12-02T19:07:02.057Z,projects/vijaysai/traces/8d9063259d6f17a390fd500fcced0c23
000000-53074fe0-eb97-48df-a61f-7864553be050,bm4ck84eizir,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T19:07:05.628710310Z,plot_hist,vijaysai,us-central1,cloud_function,,[2020-12-02 19:07:02 +0000] [1] [INFO] Starting gunicorn 20.0.4,2020-12-02T19:07:02.055Z,projects/vijaysai/traces/8d9063259d6f17a390fd500fcced0c23
000000-9db19251-f6a6-48d0-a094-cdec2da36ce3,bm4ck84eizir,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T19:07:05.628710310Z,plot_hist,vijaysai,us-central1,cloud_function,,"OpenBLAS WARNING - could not determine the L2 cache size on this system, assuming 256k",2020-12-02T19:06:55.736Z,projects/vijaysai/traces/8d9063259d6f17a390fd500fcced0c23
000000-d6ddcb35-9502-49ab-b079-c39803839198,bm4ck84eizir,projects/vijaysai/logs/cloudfunctions.googleapis.com%2Fcloud-functions,2020-12-02T19:07:05.628710310Z,plot_hist,vijaysai,us-central1,cloud_function,DEBUG,Function execution started,2020-12-02T19:06:55.053715568Z,projects/vijaysai/traces/8d9063259d6f17a390fd500fcced0c23
